id,old_category,new_category
5121,出行/_未归类,出行/公共交通/公交
5122,出行/_未归类,出行/公共交通/公交
5123,出行/_未归类,出行/公共交通/公交
5164,出行/_未归类,出行/公共交通/地铁
5171,出行/_未归类,出行/公共交通/地铁
5274,出行/_未归类,出行/公共交通/地铁
5276,出行/_未归类,出行/公共交通/地铁
5287,出行/_未归类,出行/网约车
5299,出行/_未归类,出行/公共交通/地铁
5300,出行/_未归类,出行/公共交通/地铁
5312,出行/_未归类,出行/公共交通/地铁
5313,出行/_未归类,出行/公共交通/地铁
5345,出行/_未归类,出行/公共交通/地铁
5372,出行/_未归类,出行/网约车
5373,出行/_未归类,出行/网约车
5512,出行/_未归类,出行/公共交通/地铁
5522,出行/_未归类,出行/网约车
5528,出行/_未归类,出行/公共交通/地铁
5529,出行/_未归类,出行/公共交通/地铁
5551,出行/_未归类,出行/车辆相关/保养
5552,出行/_未归类,出行/车辆相关/保养
5554,出行/_未归类,出行/公共交通/公交
5621,出行/_未归类,出行/长途
5638,出行/_未归类,出行/公共交通/地铁
5659,出行/_未归类,出行/长途
5660,出行/_未归类,出行/长途
5674,出行/_未归类,出行/公共交通/地铁
5678,出行/_未归类,出行/长途
5684,出行/_未归类,出行/网约车
5691,出行/_未归类,出行/网约车
5726,出行/_未归类,出行/公共交通/地铁
5727,出行/_未归类,出行/公共交通/地铁
5744,出行/_未归类,出行/公共交通/地铁
5745,出行/_未归类,出行/长途
5749,出行/_未归类,出行/长途
5750,出行/_未归类,出行/网约车
5757,出行/_未归类,出行/网约车
5759,出行/_未归类,出行/网约车
5769,出行/_未归类,出行/公共交通/地铁
5787,出行/_未归类,出行/网约车
5803,出行/_未归类,出行/网约车
5806,出行/_未归类,出行/公共交通/公交
5830,出行/_未归类,出行/公共交通/公交
5858,出行/_未归类,出行/公共交通/公交
5872,出行/_未归类,出行/公共交通/公交
5887,出行/_未归类,出行/网约车
5894,出行/_未归类,出行/公共交通/公交
5919,出行/_未归类,出行/公共交通/公交
5928,出行/_未归类,出行/公共交通/公交
5938,出行/_未归类,出行/公共交通/地铁
5949,出行/_未归类,出行/网约车
5955,出行/_未归类,出行/公共交通/公交
5977,出行/_未归类,出行/公共交通/地铁
5987,出行/_未归类,出行/公共交通/公交
6022,出行/_未归类,出行/公共交通/地铁
6023,出行/_未归类,出行/网约车
6030,出行/_未归类,出行/公共交通/地铁
6054,出行/_未归类,出行/网约车
6057,出行/_未归类,出行/公共交通/地铁
6065,出行/_未归类,出行/公共交通/公交
6076,出行/_未归类,出行/公共交通/公交
6087,出行/_未归类,出行/公共交通/公交
6109,出行/_未归类,出行/公共交通/公交
6133,出行/_未归类,出行/公共交通/地铁
6175,出行/_未归类,出行/长途
6192,出行/_未归类,出行/公共交通/公交
6200,出行/_未归类,出行/长途
6211,出行/_未归类,出行/公共交通/公交
6228,出行/_未归类,出行/公共交通/公交
6233,出行/_未归类,出行/公共交通/公交
6239,出行/_未归类,出行/公共交通/公交
6242,出行/_未归类,出行/公共交通/地铁
6248,出行/_未归类,出行/公共交通/公交
6249,出行/_未归类,出行/公共交通/公交
6256,出行/_未归类,出行/公共交通/公交
6258,出行/_未归类,出行/公共交通/公交
6259,出行/_未归类,出行/公共交通/地铁
6261,出行/_未归类,出行/公共交通/地铁
6262,出行/_未归类,出行/公共交通/地铁
6264,出行/_未归类,出行/公共交通/公交
6266,出行/_未归类,出行/公共交通/地铁
6267,出行/_未归类,出行/公共交通/地铁
6270,出行/_未归类,出行/公共交通/公交
6279,出行/_未归类,出行/公共交通/公交
6281,出行/_未归类,出行/公共交通/公交
6282,出行/_未归类,出行/公共交通/公交
6297,出行/_未归类,出行/公共交通/公交
6303,出行/_未归类,出行/公共交通/公交
6304,出行/_未归类,出行/公共交通/公交
6305,出行/_未归类,出行/长途
6309,出行/_未归类,出行/公共交通/公交
6310,出行/_未归类,出行/公共交通/公交
6315,出行/_未归类,出行/公共交通/地铁
6320,出行/_未归类,出行/公共交通/地铁
6321,出行/_未归类,出行/公共交通/地铁
6325,出行/_未归类,出行/公共交通/公交
6328,出行/_未归类,出行/公共交通/公交
6348,出行/_未归类,出行/公共交通/公交
6352,出行/_未归类,出行/公共交通/公交
6353,出行/_未归类,出行/网约车
6357,出行/_未归类,出行/公共交通/公交
6373,出行/_未归类,出行/公共交通/公交
6375,出行/_未归类,出行/公共交通/公交
6376,出行/_未归类,出行/公共交通/公交
6378,出行/_未归类,出行/公共交通/公交
6379,出行/_未归类,出行/公共交通/公交
6385,出行/_未归类,出行/公共交通/公交
6391,出行/_未归类,出行/公共交通/公交
6394,出行/_未归类,出行/公共交通/公交
6398,出行/_未归类,出行/公共交通/公交
6403,出行/_未归类,出行/公共交通/公交
6404,出行/_未归类,出行/公共交通/公交
6409,出行/_未归类,出行/公共交通/公交
6410,出行/_未归类,出行/公共交通/公交
6412,出行/_未归类,出行/公共交通/公交
6413,出行/_未归类,出行/公共交通/地铁
6414,出行/_未归类,出行/公共交通/公交
6415,出行/_未归类,出行/公共交通/公交
6420,出行/_未归类,出行/长途
6421,出行/_未归类,出行/公共交通/公交
6422,出行/_未归类,出行/网约车
6424,出行/_未归类,出行/网约车
6445,出行/_未归类,出行/网约车
6446,出行/_未归类,出行/公共交通/地铁
6450,出行/_未归类,出行/网约车
6550,出行/_未归类,出行/网约车
6571,出行/_未归类,出行/公共交通/地铁
6616,出行/_未归类,出行/公共交通/公交
6617,出行/_未归类,出行/长途
6618,出行/_未归类,出行/长途
6619,出行/_未归类,出行/网约车
6620,出行/_未归类,出行/公共交通/公交
6623,出行/_未归类,出行/公共交通/地铁
6624,出行/_未归类,出行/公共交通/公交
6625,出行/_未归类,出行/公共交通/公交
6631,出行/_未归类,出行/公共交通/地铁
6720,出行/_未归类,出行/车辆相关/保养
6724,出行/_未归类,出行/公共交通/公交
6725,出行/_未归类,出行/公共交通/公交
6799,出行/_未归类,出行/网约车
6800,出行/_未归类,出行/网约车
1420,学习/_未归类,学习/订阅
1506,学习/_未归类,学习/工具
1599,学习/_未归类,学习/工具
1622,学习/_未归类,学习/工具
1685,学习/_未归类,学习/工具
1759,学习/_未归类,学习/工具
1998,学习/_未归类,学习/工具
2161,学习/_未归类,学习/工具
2197,学习/_未归类,学习/工具
2539,学习/_未归类,学习/工具
2884,学习/_未归类,学习/工具
3435,学习/_未归类,学习/工具
3863,学习/_未归类,学习/课程培训
3923,学习/_未归类,学习/工具
4298,学习/_未归类,学习/工具
5273,学习/_未归类,学习/工具
5646,学习/_未归类,学习/工具
5708,学习/_未归类,学习/工具
5831,学习/_未归类,学习/工具
87,宠物/_未归类,宠物/用品
94,宠物/_未归类,宠物/用品
424,宠物/_未归类,宠物/用品
748,宠物/_未归类,宠物/用品
1053,宠物/_未归类,宠物/食物/主粮
1129,宠物/_未归类,宠物/用品
1255,宠物/_未归类,宠物/用品
1262,宠物/_未归类,宠物/用品
1345,宠物/_未归类,宠物/用品
1389,宠物/_未归类,宠物/用品
1393,宠物/_未归类,宠物/用品
1747,宠物/_未归类,宠物/用品
1908,宠物/_未归类,宠物/用品
2007,宠物/_未归类,宠物/用品
2021,宠物/_未归类,宠物/用品
2027,宠物/_未归类,宠物/用品
2050,宠物/_未归类,宠物/用品
2053,宠物/_未归类,宠物/用品
2057,宠物/_未归类,宠物/用品
2060,宠物/_未归类,宠物/用品
2196,宠物/_未归类,宠物/用品
2205,宠物/_未归类,宠物/用品
2209,宠物/_未归类,宠物/用品
2240,宠物/_未归类,宠物/用品
2253,宠物/_未归类,宠物/用品
2332,宠物/_未归类,宠物/用品
2353,宠物/_未归类,宠物/用品
2359,宠物/_未归类,宠物/用品
2416,宠物/_未归类,宠物/用品
2418,宠物/_未归类,宠物/用品
2419,宠物/_未归类,宠物/用品
2454,宠物/_未归类,宠物/用品
2506,宠物/_未归类,宠物/用品
2591,宠物/_未归类,宠物/用品
2603,宠物/_未归类,宠物/用品
2623,宠物/_未归类,宠物/用品
3354,宠物/_未归类,宠物/用品
3485,宠物/_未归类,宠物/用品
3589,宠物/_未归类,宠物/用品
3735,宠物/_未归类,宠物/食物/主粮
3945,宠物/_未归类,宠物/用品
4598,宠物/_未归类,宠物/食物/主粮
4681,宠物/_未归类,宠物/食物/主粮
5227,宠物/_未归类,宠物/用品
5824,宠物/_未归类,宠物/用品
6131,宠物/_未归类,宠物/用品
104,居家/_未归类,居家/日用品
229,居家/_未归类,居家/日用品
231,居家/_未归类,居家/日用品
385,居家/_未归类,居家/日用品
519,居家/_未归类,居家/日用品
702,居家/_未归类,居家/日用品
952,居家/_未归类,居家/日用品
1038,居家/_未归类,居家/日用品
1226,居家/_未归类,居家/日用品
1277,居家/_未归类,居家/日用品
1392,居家/_未归类,居家/日用品
1612,居家/_未归类,居家/日用品
1975,居家/_未归类,居家/日用品
1976,居家/_未归类,居家/日用品
2458,居家/_未归类,居家/日用品
2552,居家/_未归类,居家/日用品
2575,居家/_未归类,居家/日用品
2667,居家/_未归类,居家/日用品
2671,居家/_未归类,居家/日用品
2733,居家/_未归类,居家/日用品
2753,居家/_未归类,居家/日用品
2754,居家/_未归类,居家/日用品
2758,居家/_未归类,居家/日用品
2842,居家/_未归类,居家/日用品
2843,居家/_未归类,居家/日用品
2855,居家/_未归类,居家/日用品
2856,居家/_未归类,居家/日用品
2863,居家/_未归类,居家/日用品
2951,居家/_未归类,居家/日用品
3011,居家/_未归类,居家/日用品
3014,居家/_未归类,居家/日用品
3061,居家/_未归类,居家/日用品
3070,居家/_未归类,居家/日用品
3077,居家/_未归类,居家/日用品
3078,居家/_未归类,居家/日用品
3157,居家/_未归类,居家/日用品
3180,居家/_未归类,居家/日用品
3376,居家/_未归类,居家/日用品
3401,居家/_未归类,居家/日用品
3463,居家/_未归类,居家/日用品
3673,居家/_未归类,居家/日用品
3748,居家/_未归类,居家/日用品
3752,居家/_未归类,居家/清洁
3757,居家/_未归类,居家/家具家电/家具
3773,居家/_未归类,居家/日用品
3796,居家/_未归类,居家/日用品
3813,居家/_未归类,居家/日用品
3833,居家/_未归类,居家/日用品
3943,居家/_未归类,居家/日用品
4142,居家/_未归类,居家/日用品
4263,居家/_未归类,居家/日用品
4328,居家/_未归类,居家/日用品
4415,居家/_未归类,居家/日用品
4442,居家/_未归类,居家/日用品
4601,居家/_未归类,居家/日用品
4649,居家/_未归类,居家/日用品
4671,居家/_未归类,居家/日用品
4751,居家/_未归类,居家/日用品
4910,居家/_未归类,居家/日用品
5004,居家/_未归类,居家/日用品
5091,居家/_未归类,居家/日用品
5215,居家/_未归类,居家/日用品
5272,居家/_未归类,居家/日用品
5277,居家/_未归类,居家/日用品
5436,居家/_未归类,居家/日用品
5593,居家/_未归类,居家/日用品
5628,居家/_未归类,居家/日用品
5717,居家/_未归类,居家/日用品
5801,居家/_未归类,居家/日用品
5817,居家/_未归类,居家/日用品
5826,居家/_未归类,居家/日用品
5851,居家/_未归类,居家/日用品
5893,居家/_未归类,居家/装饰
5968,居家/_未归类,居家/日用品
6117,居家/_未归类,居家/日用品
6245,居家/_未归类,居家/日用品
6346,居家/_未归类,居家/日用品
6452,居家/_未归类,居家/日用品
6559,居家/_未归类,居家/日用品
6635,居家/_未归类,居家/房租水电/水电
6723,居家/_未归类,居家/日用品
6736,居家/_未归类,居家/日用品
262,玩乐/_未归类,玩乐/_未分类
305,玩乐/_未归类,玩乐/_未分类
306,玩乐/_未归类,玩乐/户外
307,玩乐/_未归类,玩乐/_未分类
439,玩乐/_未归类,玩乐/影音游戏/游戏
469,玩乐/_未归类,玩乐/_未分类
478,玩乐/_未归类,玩乐/_未分类
877,玩乐/_未归类,玩乐/影音游戏/游戏
943,玩乐/_未归类,玩乐/影音游戏/游戏
1132,玩乐/_未归类,玩乐/_未分类
1181,玩乐/_未归类,玩乐/_未分类
1199,玩乐/_未归类,玩乐/_未分类
1201,玩乐/_未归类,玩乐/_未分类
1479,玩乐/_未归类,玩乐/_未分类
1492,玩乐/_未归类,玩乐/影音游戏/电影
1656,玩乐/_未归类,玩乐/_未分类
1816,玩乐/_未归类,玩乐/_未分类
1854,玩乐/_未归类,玩乐/_未分类
1855,玩乐/_未归类,玩乐/_未分类
2029,玩乐/_未归类,玩乐/_未分类
2054,玩乐/_未归类,玩乐/_未分类
2101,玩乐/_未归类,玩乐/_未分类
2116,玩乐/_未归类,玩乐/_未分类
2237,玩乐/_未归类,玩乐/_未分类
2238,玩乐/_未归类,玩乐/_未分类
2283,玩乐/_未归类,玩乐/_未分类
2342,玩乐/_未归类,玩乐/_未分类
2343,玩乐/_未归类,玩乐/_未分类
2344,玩乐/_未归类,玩乐/_未分类
2346,玩乐/_未归类,玩乐/_未分类
2363,玩乐/_未归类,玩乐/_未分类
2393,玩乐/_未归类,玩乐/_未分类
2394,玩乐/_未归类,玩乐/_未分类
2397,玩乐/_未归类,玩乐/_未分类
2398,玩乐/_未归类,玩乐/_未分类
2399,玩乐/_未归类,玩乐/_未分类
2402,玩乐/_未归类,玩乐/_未分类
2428,玩乐/_未归类,玩乐/_未分类
2429,玩乐/_未归类,玩乐/_未分类
2431,玩乐/_未归类,玩乐/_未分类
2434,玩乐/_未归类,玩乐/_未分类
2440,玩乐/_未归类,玩乐/_未分类
2445,玩乐/_未归类,玩乐/_未分类
2452,玩乐/_未归类,玩乐/_未分类
2461,玩乐/_未归类,玩乐/_未分类
2462,玩乐/_未归类,玩乐/_未分类
2507,玩乐/_未归类,玩乐/_未分类
2521,玩乐/_未归类,玩乐/_未分类
2525,玩乐/_未归类,玩乐/_未分类
2529,玩乐/_未归类,玩乐/_未分类
2532,玩乐/_未归类,玩乐/_未分类
2533,玩乐/_未归类,玩乐/_未分类
2536,玩乐/_未归类,玩乐/_未分类
2538,玩乐/_未归类,玩乐/_未分类
2553,玩乐/_未归类,玩乐/_未分类
2557,玩乐/_未归类,玩乐/_未分类
2590,玩乐/_未归类,玩乐/_未分类
2644,玩乐/_未归类,玩乐/_未分类
2654,玩乐/_未归类,玩乐/_未分类
2684,玩乐/_未归类,玩乐/_未分类
2774,玩乐/_未归类,玩乐/影音游戏/会员订阅
2949,玩乐/_未归类,玩乐/_未分类
3358,玩乐/_未归类,玩乐/_未分类
3388,玩乐/_未归类,玩乐/_未分类
3477,玩乐/_未归类,玩乐/_未分类
3543,玩乐/_未归类,玩乐/_未分类
3586,玩乐/_未归类,玩乐/影音游戏/会员订阅
3951,玩乐/_未归类,玩乐/影音游戏/会员订阅
3954,玩乐/_未归类,玩乐/_未分类
3960,玩乐/_未归类,玩乐/_未分类
4047,玩乐/_未归类,玩乐/_未分类
4127,玩乐/_未归类,玩乐/影音游戏/游戏
4316,玩乐/_未归类,玩乐/_未分类
4337,玩乐/_未归类,玩乐/_未分类
4340,玩乐/_未归类,玩乐/_未分类
4413,玩乐/_未归类,玩乐/_未分类
4503,玩乐/_未归类,玩乐/_未分类
4676,玩乐/_未归类,玩乐/_未分类
4738,玩乐/_未归类,玩乐/影音游戏/游戏
4761,玩乐/_未归类,玩乐/_未分类
4914,玩乐/_未归类,玩乐/_未分类
4922,玩乐/_未归类,玩乐/_未分类
4971,玩乐/_未归类,玩乐/_未分类
4972,玩乐/_未归类,玩乐/_未分类
4981,玩乐/_未归类,玩乐/_未分类
4986,玩乐/_未归类,玩乐/_未分类
4998,玩乐/_未归类,玩乐/_未分类
5038,玩乐/_未归类,玩乐/_未分类
5062,玩乐/_未归类,玩乐/_未分类
5090,玩乐/_未归类,玩乐/_未分类
5237,玩乐/_未归类,玩乐/_未分类
5241,玩乐/_未归类,玩乐/_未分类
5252,玩乐/_未归类,玩乐/_未分类
5264,玩乐/_未归类,玩乐/_未分类
5290,玩乐/_未归类,玩乐/影音游戏/会员订阅
5358,玩乐/_未归类,玩乐/_未分类
5548,玩乐/_未归类,玩乐/_未分类
5605,玩乐/_未归类,玩乐/_未分类
5606,玩乐/_未归类,玩乐/_未分类
5616,玩乐/_未归类,玩乐/_未分类
5625,玩乐/_未归类,玩乐/_未分类
5637,玩乐/_未归类,玩乐/_未分类
5752,玩乐/_未归类,玩乐/_未分类
5771,玩乐/_未归类,玩乐/_未分类
5772,玩乐/_未归类,玩乐/_未分类
5779,玩乐/_未归类,玩乐/_未分类
5796,玩乐/_未归类,玩乐/_未分类
5814,玩乐/_未归类,玩乐/_未分类
5816,玩乐/_未归类,玩乐/_未分类
5852,玩乐/_未归类,玩乐/_未分类
5876,玩乐/_未归类,玩乐/_未分类
6061,玩乐/_未归类,玩乐/_未分类
6313,玩乐/_未归类,玩乐/_未分类
6327,玩乐/_未归类,玩乐/_未分类
6406,玩乐/_未归类,玩乐/_未分类
6499,玩乐/_未归类,玩乐/_未分类
6501,玩乐/_未归类,玩乐/_未分类
6518,玩乐/_未归类,玩乐/_未分类
6548,玩乐/_未归类,玩乐/_未分类
6549,玩乐/_未归类,玩乐/_未分类
6832,玩乐/_未归类,玩乐/运动健身
2721,社交/_未归类,社交/聚会
2730,社交/_未归类,社交/聚会
2735,社交/_未归类,社交/聚会
2744,社交/_未归类,社交/聚会
2759,社交/_未归类,社交/聚会
2792,社交/_未归类,社交/聚会
2829,社交/_未归类,社交/聚会
2833,社交/_未归类,社交/聚会
2834,社交/_未归类,社交/聚会
2866,社交/_未归类,社交/聚会
2881,社交/_未归类,社交/红包
2882,社交/_未归类,社交/红包
3060,社交/_未归类,社交/聚会
3091,社交/_未归类,社交/聚会
3115,社交/_未归类,社交/聚会
3237,社交/_未归类,社交/聚会
3238,社交/_未归类,社交/聚会
3243,社交/_未归类,社交/聚会
3277,社交/_未归类,社交/聚会
3279,社交/_未归类,社交/聚会
3281,社交/_未归类,社交/聚会
3285,社交/_未归类,社交/聚会
3294,社交/_未归类,社交/聚会
3309,社交/_未归类,社交/聚会
3335,社交/_未归类,社交/聚会
3350,社交/_未归类,社交/聚会
3352,社交/_未归类,社交/聚会
3476,社交/_未归类,社交/聚会
3502,社交/_未归类,社交/聚会
5686,社交/_未归类,社交/聚会
5939,社交/_未归类,社交/聚会
5940,社交/_未归类,社交/聚会
5952,社交/_未归类,社交/聚会
5958,社交/_未归类,社交/聚会
5974,社交/_未归类,社交/礼物/节日
6004,社交/_未归类,社交/聚会
6007,社交/_未归类,社交/聚会
6017,社交/_未归类,社交/聚会
6028,社交/_未归类,社交/聚会
6029,社交/_未归类,社交/红包
6055,社交/_未归类,社交/聚会
6101,社交/_未归类,社交/聚会
6176,社交/_未归类,社交/聚会
6180,社交/_未归类,社交/聚会
6183,社交/_未归类,社交/聚会
1912,穿着/_未归类,穿着/鞋
1940,穿着/_未归类,穿着/上衣
1941,穿着/_未归类,穿着/下装
1945,穿着/_未归类,穿着/上衣
1948,穿着/_未归类,穿着/上衣
2020,穿着/_未归类,穿着/上衣
2037,穿着/_未归类,穿着/上衣
2038,穿着/_未归类,穿着/上衣
2045,穿着/_未归类,穿着/上衣
2241,穿着/_未归类,穿着/上衣
2246,穿着/_未归类,穿着/鞋
2259,穿着/_未归类,穿着/鞋
2262,穿着/_未归类,穿着/上衣
3083,穿着/_未归类,穿着/下装
3084,穿着/_未归类,穿着/上衣
3404,穿着/_未归类,穿着/鞋
3416,穿着/_未归类,穿着/下装
3443,穿着/_未归类,穿着/上衣
3445,穿着/_未归类,穿着/下装
3446,穿着/_未归类,穿着/上衣
3931,穿着/_未归类,穿着/上衣
4967,穿着/_未归类,穿着/上衣
5010,穿着/_未归类,穿着/上衣
5019,穿着/_未归类,穿着/鞋
5176,穿着/_未归类,穿着/下装
5183,穿着/_未归类,穿着/下装
5185,穿着/_未归类,穿着/上衣
5186,穿着/_未归类,穿着/上衣
5188,穿着/_未归类,穿着/上衣
5339,穿着/_未归类,穿着/下装
5428,穿着/_未归类,穿着/鞋
5502,穿着/_未归类,穿着/上衣
5623,穿着/_未归类,穿着/上衣
5671,穿着/_未归类,穿着/下装
5823,穿着/_未归类,穿着/上衣
5825,穿着/_未归类,穿着/上衣
6481,穿着/_未归类,穿着/上衣
1,餐饮/_未归类,餐饮/堂食/晚餐
3,餐饮/_未归类,餐饮/外卖/午餐
4,餐饮/_未归类,餐饮/外卖/午餐
5,餐饮/_未归类,餐饮/外卖/午餐
7,餐饮/_未归类,餐饮/外卖/早餐
8,餐饮/_未归类,餐饮/堂食/午餐
9,餐饮/_未归类,餐饮/外卖/午餐
10,餐饮/_未归类,餐饮/外卖/晚餐
11,餐饮/_未归类,餐饮/外卖/晚餐
14,餐饮/_未归类,餐饮/外卖/午餐
17,餐饮/_未归类,餐饮/外卖/晚餐
18,餐饮/_未归类,餐饮/外卖/晚餐
19,餐饮/_未归类,餐饮/堂食/午餐
20,餐饮/_未归类,餐饮/外卖/晚餐
21,餐饮/_未归类,餐饮/外卖/午餐
24,餐饮/_未归类,餐饮/外卖/晚餐
25,餐饮/_未归类,餐饮/外卖/晚餐
26,餐饮/_未归类,餐饮/外卖/晚餐
27,餐饮/_未归类,餐饮/外卖/早餐
28,餐饮/_未归类,餐饮/外卖/早餐
29,餐饮/_未归类,餐饮/外卖/早餐
30,餐饮/_未归类,餐饮/堂食/晚餐
31,餐饮/_未归类,餐饮/堂食
32,餐饮/_未归类,餐饮/外卖/早餐
33,餐饮/_未归类,餐饮/外卖/早餐
36,餐饮/_未归类,餐饮/外卖/午餐
37,餐饮/_未归类,餐饮/外卖/晚餐
38,餐饮/_未归类,餐饮/堂食
39,餐饮/_未归类,餐饮/堂食/午餐
40,餐饮/_未归类,餐饮/堂食/晚餐
41,餐饮/_未归类,餐饮/外卖/晚餐
42,餐饮/_未归类,餐饮/外卖/晚餐
43,餐饮/_未归类,餐饮/外卖/午餐
44,餐饮/_未归类,餐饮/外卖/早餐
46,餐饮/_未归类,餐饮/外卖/午餐
47,餐饮/_未归类,餐饮/外卖/午餐
49,餐饮/_未归类,餐饮/外卖/午餐
50,餐饮/_未归类,餐饮/外卖/午餐
53,餐饮/_未归类,餐饮/外卖/早餐
54,餐饮/_未归类,餐饮/外卖/晚餐
56,餐饮/_未归类,餐饮/外卖/午餐
57,餐饮/_未归类,餐饮/外卖/午餐
58,餐饮/_未归类,餐饮/咖啡奶茶/其他饮品
59,餐饮/_未归类,餐饮/食材
68,餐饮/_未归类,餐饮/外卖/早餐
69,餐饮/_未归类,餐饮/外卖/午餐
71,餐饮/_未归类,餐饮/外卖/午餐
72,餐饮/_未归类,餐饮/外卖/午餐
73,餐饮/_未归类,餐饮/外卖/早餐
74,餐饮/_未归类,餐饮/外卖/早餐
75,餐饮/_未归类,餐饮/外卖/晚餐
76,餐饮/_未归类,餐饮/外卖/晚餐
77,餐饮/_未归类,餐饮/外卖/午餐
78,餐饮/_未归类,餐饮/外卖/午餐
79,餐饮/_未归类,餐饮/外卖/早餐
82,餐饮/_未归类,餐饮/外卖/午餐
83,餐饮/_未归类,餐饮/外卖/午餐
85,餐饮/_未归类,餐饮/外卖/早餐
86,餐饮/_未归类,餐饮/堂食/晚餐
88,餐饮/_未归类,餐饮/堂食/晚餐
89,餐饮/_未归类,餐饮/外卖/晚餐
91,餐饮/_未归类,餐饮/外卖/午餐
96,餐饮/_未归类,餐饮/堂食/午餐
97,餐饮/_未归类,餐饮/外卖/午餐
99,餐饮/_未归类,餐饮/堂食/午餐
100,餐饮/_未归类,餐饮/堂食/午餐
101,餐饮/_未归类,餐饮/外卖/早餐
106,餐饮/_未归类,餐饮/外卖/早餐
107,餐饮/_未归类,餐饮/外卖/晚餐
108,餐饮/_未归类,餐饮/食材
111,餐饮/_未归类,餐饮/外卖/午餐
112,餐饮/_未归类,餐饮/外卖/午餐
115,餐饮/_未归类,餐饮/外卖/早餐
118,餐饮/_未归类,餐饮/外卖/午餐
120,餐饮/_未归类,餐饮/外卖/早餐
121,餐饮/_未归类,餐饮/食材
123,餐饮/_未归类,餐饮/外卖/午餐
124,餐饮/_未归类,餐饮/外卖/午餐
126,餐饮/_未归类,餐饮/零食
127,餐饮/_未归类,餐饮/外卖/午餐
128,餐饮/_未归类,餐饮/食材
136,餐饮/_未归类,餐饮/食材
137,餐饮/_未归类,餐饮/外卖/午餐
138,餐饮/_未归类,餐饮/外卖/午餐
139,餐饮/_未归类,餐饮/外卖/早餐
143,餐饮/_未归类,餐饮/外卖/早餐
144,餐饮/_未归类,餐饮/外卖/晚餐
145,餐饮/_未归类,餐饮/外卖/晚餐
146,餐饮/_未归类,餐饮/外卖/早餐
147,餐饮/_未归类,餐饮/外卖/晚餐
148,餐饮/_未归类,餐饮/外卖/午餐
149,餐饮/_未归类,餐饮/外卖/午餐
150,餐饮/_未归类,餐饮/外卖/午餐
151,餐饮/_未归类,餐饮/外卖/午餐
152,餐饮/_未归类,餐饮/外卖/午餐
158,餐饮/_未归类,餐饮/堂食/午餐
159,餐饮/_未归类,餐饮/外卖/晚餐
160,餐饮/_未归类,餐饮/堂食/午餐
162,餐饮/_未归类,餐饮/外卖/早餐
163,餐饮/_未归类,餐饮/外卖/晚餐
164,餐饮/_未归类,餐饮/堂食/晚餐
165,餐饮/_未归类,餐饮/外卖/午餐
166,餐饮/_未归类,餐饮/外卖/午餐
167,餐饮/_未归类,餐饮/外卖/午餐
168,餐饮/_未归类,餐饮/外卖/午餐
169,餐饮/_未归类,餐饮/外卖/早餐
170,餐饮/_未归类,餐饮/外卖/早餐
171,餐饮/_未归类,餐饮/外卖/晚餐
174,餐饮/_未归类,餐饮/外卖/晚餐
175,餐饮/_未归类,餐饮/外卖/午餐
176,餐饮/_未归类,餐饮/外卖/早餐
177,餐饮/_未归类,餐饮/外卖/晚餐
178,餐饮/_未归类,餐饮/外卖/晚餐
180,餐饮/_未归类,餐饮/外卖/早餐
183,餐饮/_未归类,餐饮/外卖/午餐
185,餐饮/_未归类,餐饮/外卖/午餐
186,餐饮/_未归类,餐饮/外卖/午餐
187,餐饮/_未归类,餐饮/外卖/午餐
188,餐饮/_未归类,餐饮/外卖/午餐
189,餐饮/_未归类,餐饮/堂食/午餐
191,餐饮/_未归类,餐饮/外卖/午餐
192,餐饮/_未归类,餐饮/外卖/晚餐
193,餐饮/_未归类,餐饮/堂食
194,餐饮/_未归类,餐饮/外卖/午餐
195,餐饮/_未归类,餐饮/外卖/早餐
196,餐饮/_未归类,餐饮/外卖/早餐
197,餐饮/_未归类,餐饮/外卖/晚餐
198,餐饮/_未归类,餐饮/外卖/晚餐
199,餐饮/_未归类,餐饮/外卖/晚餐
201,餐饮/_未归类,餐饮/外卖/午餐
210,餐饮/_未归类,餐饮/外卖/早餐
211,餐饮/_未归类,餐饮/零食
212,餐饮/_未归类,餐饮/外卖/晚餐
213,餐饮/_未归类,餐饮/外卖/晚餐
215,餐饮/_未归类,餐饮/外卖/早餐
217,餐饮/_未归类,餐饮/外卖/午餐
218,餐饮/_未归类,餐饮/外卖/晚餐
219,餐饮/_未归类,餐饮/外卖/午餐
220,餐饮/_未归类,餐饮/外卖/晚餐
223,餐饮/_未归类,餐饮/外卖/晚餐
224,餐饮/_未归类,餐饮/外卖/晚餐
226,餐饮/_未归类,餐饮/外卖/午餐
227,餐饮/_未归类,餐饮/外卖/早餐
232,餐饮/_未归类,餐饮/外卖/午餐
233,餐饮/_未归类,餐饮/外卖/晚餐
234,餐饮/_未归类,餐饮/外卖/午餐
235,餐饮/_未归类,餐饮/外卖/早餐
236,餐饮/_未归类,餐饮/外卖/早餐
237,餐饮/_未归类,餐饮/外卖/早餐
238,餐饮/_未归类,餐饮/外卖/晚餐
239,餐饮/_未归类,餐饮/外卖/午餐
241,餐饮/_未归类,餐饮/外卖/早餐
243,餐饮/_未归类,餐饮/外卖/午餐
244,餐饮/_未归类,餐饮/外卖/早餐
245,餐饮/_未归类,餐饮/外卖/午餐
246,餐饮/_未归类,餐饮/外卖/午餐
248,餐饮/_未归类,餐饮/外卖/早餐
